Time,UT,Conditions,Comment
07:20,2012-02-09 07:20:00,HU				TN,"Humidity above 60%, telescopes still closed, some condensation found on the platform. - Susana Cerdah"
23:20,2012-02-09 23:20:00,HU				TN,"Humidity above 70%, telescopes closed - Susana Cerdah"
02:00,2012-02-10 02:00:00,HU				TN,"Humidity on 65%, telescopes still closed - Susana Cerdah"
07:20,2012-02-10 07:20:00,TK				HU,"Humidity on 65%, TK clouds passing N-S. Telescopes still closed - Susana Cerdah"
07:22,2012-02-10 07:22:00,,During all night humidity above operational limits. Telescopes remained closed. - Nestor Jimenez
07:50,2012-02-10 07:50:00,TK				HU,Vista with Humidity close or > 70% during most part of the night - Susana Cerdah
23:30,2012-02-10 23:30:00,CL				HU,"Humidity above 55%, telescopes open. - Susana Cerdah"
05:50,2012-02-11 05:50:00,CL				HU,"Humidity around 55%, TN cirrus below 20deg E - Susana Cerdah"
06:50,2012-02-11 06:50:00,CL				HU,Clear Hum around 60% - Nestor Jimenez
08:00,2012-02-11 08:00:00,CL,Humidity dropped below 50%. - Susana Cerdah
23:30,2012-02-11 23:30:00,TN,Thin cirrus passing from North to South - Susana Cerdah
01:20,2012-02-12 01:20:00,CL,- Susana Cerdah
02:42,2012-02-12 02:42:00,TN,TN cirrus passing NW-SE - Susana Cerdah
05:25,2012-02-12 05:25:00,CL,Presence of TN clouds N but below 20 deg. - Susana Cerdah
06:47,2012-02-12 06:47:00,CL,- Susana Cerdah
07:34,2012-02-12 07:34:00,HU				TN,"TN Cirrus above 20deg S, Humidity above 50% - Susana Cerdah"
08:09,2012-02-12 08:09:00,TK				HU,Thick cirrus passing S-N Hum 50% - Nestor Jimenez
23:25,2012-02-12 23:25:00,CY				HU,"Overcast, humidity  55%, telescopes closed - Susana Cerdah"
03:14,2012-02-13 03:14:00,TK				HU,Thick clouds passing by and humidity reaching 70% - Susana Cerdah
04:45,2012-02-13 04:45:00,TK				HU,Condensantion found on the platform. TK cirrus passing N-S. Telescopes still closed - Susana Cerdah
06:50,2012-02-13 06:50:00,CL				HU,06:25   Opening telescopes - Nestor Jimenez
07:22,2012-02-13 07:22:00,CL				HU,"Humidity reached 70%, closing telescopes - Susana Cerdah"
07:26,2012-02-13 07:26:00,CL				HU,Humidity in Vista platform reached 70%. Closing telescope - Susana Cerdah
07:40,2012-02-13 07:40:00,CL				HU,Humidity reached 80%. Telescopes closed - Susana Cerdah
00:12,2012-02-14 00:12:00,CL				HU,Some condensation found on the platform. Telescopes closed. - Susana Cerdah
05:06,2012-02-14 05:06:00,CY				HU,23:30   Overcast. humidity close to 60% telescopes closed - Thomas Szeifert
05:10,2012-02-14 05:10:00,CY				HU,03:40   humidity above 60% telescopes closed. - Thomas Szeifert
05:55,2012-02-14 05:55:00,TK				HU,"TK clouds passing N-S, Hhumidity still above 60%, condensation found on metallic surfaces on platform. Telescopes closed. - Susana Cerdah"
06:05,2012-02-14 06:05:00,TK				HU,Humidity on Vista ~70% - Susana Cerdah
00:45,2012-02-15 00:45:00,CL,"Humidity stayed below 50%, for half hour. ReOpened the TEL. - Marcelo López"
01:08,2012-02-15 01:08:00,CL,- Andres Parraguez
01:40,2012-02-15 01:40:00,CL,According to OMEGACAM zp - Andres Parraguez
08:52,2012-02-15 08:52:00,TN,- Andres Parraguez
09:20,2012-02-15 09:20:00,CY,Clouds from the east covering more than half of the field. Close TEL. - Marcelo López
23:30,2012-02-15 23:30:00,CY,Cloudy over the whole field. TEL Closed. - Marcelo López
02:36,2012-02-16 02:36:00,TN,Thin clouds east of the field. Opened TEL. - Marcelo López
05:40,2012-02-16 05:40:00,TN,Thin clouds east of the field. - Marcelo López
07:40,2012-02-16 07:40:00,TK,Thick clouds from the east. - Marcelo López
08:45,2012-02-16 08:45:00,TN,Thin clouds east of the field. - Marcelo López
23:30,2012-02-16 23:30:00,TN,Thin layer over the field. Thick clouds coming from the west below 30 degrees. - Marcelo López
03:00,2012-02-17 03:00:00,CL,"Thick clouds from the west, below 20 degrees. - Marcelo López"
05:00,2012-02-17 05:00:00,TN,Thin clouds from the east. - Marcelo López
05:30,2012-02-17 05:30:00,TK,Thick clouds from the east. - Marcelo López
05:50,2012-02-17 05:50:00,CY,Thick clouds coming from the east. Close TEL. - Marcelo López
07:55,2012-02-17 07:55:00,TN,Thin clouds over the field. Open TEL. - Marcelo López
23:30,2012-02-17 23:30:00,TN,Thin clouds over the field. Thick clouds at the east and south of the field. - Marcelo López
01:35,2012-02-18 01:35:00,CY,Thick clouds covered half of the field and moving to the west. Close TEL. - Marcelo López
05:25,2012-02-18 05:25:00,TN,Thin clouds over the field. Thick clouds below 30 degrees east an south of the field. - Marcelo López
05:55,2012-02-18 05:55:00,CY,Thick clouds from the east and west covered half of the field. Close TEL. - Marcelo López
23:30,2012-02-18 23:30:00,TN,"Thin clouds over the field. Thick clouds north, east and south below 30 degrees. - Marcelo López"
23:34,2012-02-18 23:34:00,TK,Thick clouds over the field. - Marcelo López
02:00,2012-02-19 02:00:00,TN,Thin clouds over the field. Thick clouds south of the field. - Marcelo López
05:20,2012-02-19 05:20:00,TN,Thin clouds over the field. Thick clouds south and east of the field. - Marcelo López
07:10,2012-02-19 07:10:00,TK,Thick Clouds coming from the east. GS lost at TEL. Close TEL. - Marcelo López
08:30,2012-02-19 08:30:00,,- Marcelo López
23:30,2012-02-19 23:30:00,TK,Thick clouds over the field. - Marcelo López
00:40,2012-02-20 00:40:00,,"some thin cirrus, clearing - Thomas Szeifert"
01:00,2012-02-20 01:00:00,TN,Thin clouds over the field. - Marcelo López
03:00,2012-02-20 03:00:00,TN,Thin clouds over the field. - Marcelo López
07:05,2012-02-20 07:05:00,CL,Thin clouds north and east of the field below 30 degrees. - Marcelo López
23:30,2012-02-20 23:30:00,CL,Clear Sky. - Marcelo López
01:15,2012-02-21 01:15:00,PH,Photometric according to FORS2 Zp. - Marcelo López
04:00,2012-02-21 04:00:00,PH,Photometric according to FORS2 Zp. - Marcelo López
06:00,2012-02-21 06:00:00,PH,Photometric according to FORS Zp. - Marcelo López
08:40,2012-02-21 08:40:00,PH,Photometric Pointing restriction NE. - Marcelo López
09:20,2012-02-21 09:20:00,PH,Photometric. - Marcelo López
23:40,2012-02-21 23:40:00,TK				TN,thin cirrus over the summit and some thick to NE 20 degs - Claudia Reyes
00:50,2012-02-22 00:50:00,CL,sky clear - Claudia Reyes
01:27,2012-02-22 01:27:00,PH,01:27; Photometric according to omega/cam - Nestor Jimenez
03:40,2012-02-22 03:40:00,CL,According to FORS Zp - Claudia Reyes
04:45,2012-02-22 04:45:00,CL,clouds to north at 20 degrees - Claudia Reyes
05:42,2012-02-22 05:42:00,TN,thin cirrus passing NW to SE - Claudia Reyes
08:05,2012-02-22 08:05:00,TK				TN,thin passing and some thick at 20 degrees N and E - Claudia Reyes
23:30,2012-02-22 23:30:00,CL,"Sky clear, some thick to south below 20 degrees - S. Mieske"
00:30,2012-02-23 00:30:00,PH,According to FORS Zp - S. Mieske
01:30,2012-02-23 01:30:00,PH,According to OMEGACAM ZP - S. Mieske
04:40,2012-02-23 04:40:00,PH,04:40  PH according to FORS zp - S. Mieske
05:10,2012-02-23 05:10:00,CL,According to Omegacam Zp - S. Mieske
08:08,2012-02-23 08:08:00,CL				HU,Humidity above 50% - S. Mieske
08:14,2012-02-23 08:14:00,CL				HU,08:00  Clear sky with humidity reaching 50% - Nestor Jimenez
08:39,2012-02-23 08:39:00,PH				HU,08:35:  Ph according to FORS and humidity reaching 58% - Nestor Jimenez
01:27,2012-02-24 01:27:00,TN,23:30   Thin clouds passing NW to SE - Nestor Jimenez
01:28,2012-02-24 01:28:00,TN,01:00   Still few thin passing over - Nestor Jimenez
01:39,2012-02-24 01:39:00,CL,01:30   Clear - Nestor Jimenez
04:27,2012-02-24 04:27:00,CL				WI,04:25   Pointing restriction to north - Nestor Jimenez
06:18,2012-02-24 06:18:00,CL				WI,06:10 Clr according to HAWKI zp/ wind 14 m/s - Nestor Jimenez
09:04,2012-02-24 09:04:00,CL				WI,09:00 Clear/ clouds at 20degs to north and east - Nestor Jimenez
23:54,2012-02-24 23:54:00,CL,23;30 Clear sky/ clouds below 20 degs to the NW and NE - Nestor Jimenez
00:30,2012-02-25 00:30:00,CL,00:20 Clear   according to omega ZP - Nestor Jimenez
04:57,2012-02-25 04:57:00,CL				WI,04;55    Clear pointing restriction to NE wind at 13 m/s - Nestor Jimenez
05:47,2012-02-25 05:47:00,CL,05:35    Clear     wind went down to 9 m/s - Nestor Jimenez
06:19,2012-02-25 06:19:00,CL				WI,06:10   Clear     resttriction for pointing to N NE    wind at 13 m/s - Nestor Jimenez
08:39,2012-02-25 08:39:00,CL,08;35  Clear      wind stabilizes below 12m/s - Nestor Jimenez
23:39,2012-02-25 23:39:00,CL,23;30   Sky clear - Nestor Jimenez
00:34,2012-02-26 00:34:00,PH,00:30 Photometric according to FORS and Omega - Nestor Jimenez
00:55,2012-02-26 00:55:00,PH,00:55  Photometric with VIMOS zp - Nestor Jimenez
05:23,2012-02-26 05:23:00,PH,05:10  Photometric with Omegacam zp - Nestor Jimenez
23:30,2012-02-26 23:30:00,CL,Sky Clear - Carlos La Fuente
00:53,2012-02-27 00:53:00,PH,00:25  Photometric conditions according to FORS zp - Nestor Jimenez
05:31,2012-02-27 05:31:00,PH,04:45   Photometric with FORS and Omega cam zp - Nestor Jimenez
23:25,2012-02-27 23:25:00,,- Carlos La Fuente
00:12,2012-02-28 00:12:00,CL,23;40  Clear sky /clouds to the north below 20 degs - Nestor Jimenez
01:13,2012-02-28 01:13:00,PH,00:15        according to FORS and VIMOS zp - Nestor Jimenez
01:20,2012-02-28 01:20:00,PH				WI,01:00Pointing restriction to S SE wind above 12m/s - Nestor Jimenez
02:04,2012-02-28 02:04:00,PH,02:00   wind at 9m/s no restriction - Nestor Jimenez
03:25,2012-02-28 03:25:00,PH,03:15    PH  According to FORS - Nestor Jimenez
06:34,2012-02-28 06:34:00,PH,05:35 PH according to Omegacam zp - Nestor Jimenez
07:04,2012-02-28 07:04:00,HU,07:00  Sudden increase in humidity to 53% - Nestor Jimenez
23:20,2012-02-28 23:20:00,CL,Only VISTA teslescope closed due wind speed over the limit for operations - Andres Parraguez
23:31,2012-02-28 23:31:00,WI,pointing restrictions to the South - Andres Parraguez
00:46,2012-02-29 00:46:00,PH,"According to OMEGACAM ZP, no more pointing restrictions and VISTA telescope openning - Andres Parraguez"
01:05,2012-02-29 01:05:00,PH,According to VIMOS ZP - Andres Parraguez
03:48,2012-02-29 03:48:00,PH,According to OMEGACAM ZP - Andres Parraguez
23:40,2012-02-29 23:40:00,CL,- Andres Parraguez
23:56,2012-02-29 23:56:00,WI,Tel. pointing restrictions to the south (160deg) - Andres Parraguez
00:34,2012-03-01 00:34:00,PH,According to VIMOS ZP - Andres Parraguez
01:25,2012-03-01 01:25:00,PH,No more Tel. pointing restrictions - Andres Parraguez
02:11,2012-03-01 02:11:00,PH,According to OMEGACAM ZP - Andres Parraguez
05:38,2012-03-01 05:38:00,PH,According to OMEGACAM ZP - Andres Parraguez
23:30,2012-03-01 23:30:00,CL,- Andres Parraguez
00:09,2012-03-02 00:09:00,CL,According to VIMOS ZP - Andres Parraguez
00:31,2012-03-02 00:31:00,CL,Acoording to OMEGACAM ZP - Andres Parraguez
05:25,2012-03-02 05:25:00,CL,Acoording to OMEGACAM ZP - Andres Parraguez
23:25,2012-03-02 23:25:00,CL,some faint clouds under 20 deg. ALT - Andres Parraguez
23:57,2012-03-02 23:57:00,TN,some faint clouds close to zenith - Andres Parraguez
23:40,2012-03-03 23:40:00,CL,- Andres Parraguez
00:30,2012-03-04 00:30:00,CL,According to OMEGACAM ZP - Andres Parraguez
23:40,2012-03-04 23:40:00,CL,- Andres Parraguez
00:04,2012-03-05 00:04:00,CL,According to ISAAC ZP - Andres Parraguez
00:26,2012-03-05 00:26:00,CL,According to OMEGACAM ZP - Andres Parraguez
05:10,2012-03-05 05:10:00,CL,According to OMEGACAM ZP - Andres Parraguez
23:20,2012-03-05 23:20:00,CL,- Andres Parraguez
23:50,2012-03-05 23:50:00,CL,According to ISAAC ZP - Andres Parraguez
00:22,2012-03-06 00:22:00,CL,According to OMEGACAM ZP - Andres Parraguez
03:40,2012-03-06 03:40:00,CL,According to OMEGACAM ZP - Andres Parraguez
23:30,2012-03-06 23:30:00,CL,- Carlos La Fuente
00:30,2012-03-07 00:30:00,CL				WI,Wind Speed > 12m/s from the South. Pointing Restrictions Apply. - Carlos La Fuente
01:30,2012-03-07 01:30:00,CL,Wind Spped < 12m/s. Pointing Restriction does not apply anymore. - Carlos La Fuente
23:20,2012-03-07 23:20:00,CL,- Carlos La Fuente
23:20,2012-03-08 23:20:00,CL,CL at zenith down to 20 degrees. Scattered THin and Thick clouds towards the South East. - Carlos La Fuente
00:00,2012-03-09 00:00:00,CL,"CL, according to ISAAC Zp. - Carlos La Fuente"
23:20,2012-03-09 23:20:00,CL,Clear skies in the fov of the telescopes. Some Thin scattered clouds towards the S-E below 20 degrees. - Carlos La Fuente
00:45,2012-03-10 00:45:00,CL,"CL, according to ISAAC Zp. - Carlos La Fuente"
06:40,2012-03-10 06:40:00,CL,"CL, according to ISAAC Zp. - Carlos La Fuente"
23:00,2012-03-10 23:00:00,WI,Domes remain closed at startup Wind Speed ~ 16 m/s. - Carlos La Fuente
23:20,2012-03-10 23:20:00,CL				WI,Wind Speed ~ 14m/s. Opening Domes. - Carlos La Fuente
23:45,2012-03-10 23:45:00,WI,Wind Speed > 18m/s. Closing Domes. - Carlos La Fuente
01:35,2012-03-11 01:35:00,WI,Wind Speed ~ 15 m/s. Pointing Restrictions Apply towards the S-E. - Carlos La Fuente
02:30,2012-03-11 02:30:00,CL				WI,CL according to ISAAC Zp. Wind Speed ~ 15 m/s. Pointing Restrictions apply towards the S-E. - Carlos La Fuente
03:50,2012-03-11 03:50:00,CL,CL. Wind Speed < 12m /s. No more pointing restriction. - Carlos La Fuente
07:20,2012-03-11 07:20:00,CL,- Carlos La Fuente
08:00,2012-03-11 08:00:00,TN,ThiN clouds passing from the N - N-E above telescope platform 40 - 60 degrees altitude. - Carlos La Fuente
08:40,2012-03-11 08:40:00,CL,- Carlos La Fuente
23:15,2012-03-11 23:15:00,CL,- Carlos La Fuente
00:20,2012-03-12 00:20:00,PH,PH according to FORS Zp. - Carlos La Fuente
23:20,2012-03-12 23:20:00,CL,- Carlos La Fuente
00:00,2012-03-13 00:00:00,PH,"PH, according to FORS and ISAAC Zp. - Carlos La Fuente"
23:00,2012-03-13 23:00:00,CL,Clear Sky. - Marcelo López
00:00,2012-03-14 00:00:00,CL,Photometric according to FORS2 and Clear according to ISAAC - Marcelo López
00:12,2012-03-14 00:12:00,,- Marcelo López
03:00,2012-03-14 03:00:00,CL,Clear Sky. - Marcelo López
05:00,2012-03-14 05:00:00,PH,Photometric according to ISAAC - Marcelo López
23:00,2012-03-14 23:00:00,CL,Clear Sky. - Marcelo López
00:00,2012-03-15 00:00:00,PH,Photometric according to FORS2 Zp. - Marcelo López
02:45,2012-03-15 02:45:00,CL,According to OMEGACAM and ISAAC. - Marcelo López
03:30,2012-03-15 03:30:00,TN,Thin Cirrus over the field - Marcelo López
03:45,2012-03-15 03:45:00,TK,"Thick Clouds South, East and West of the field. - Marcelo López"
05:00,2012-03-15 05:00:00,TN,Thin Clouds over the field and Thick clouds below 30 degrees east and southeast - Marcelo López
05:30,2012-03-15 05:30:00,TK,Thick Clouds over the field. - Marcelo López
05:50,2012-03-15 05:50:00,CY,Cloudy over the field.Close TEL. - Marcelo López
07:50,2012-03-15 07:50:00,TN,Thin Clouds over the field. Open TEL. - Marcelo López
23:00,2012-03-15 23:00:00,CL,Clear Sky. - Marcelo López
01:20,2012-03-16 01:20:00,PH,Photometric according to VIMOS ZP. - Marcelo López
05:25,2012-03-16 05:25:00,PH,According to OMEGACAM and ISAAC. - Marcelo López
06:45,2012-03-16 06:45:00,TN,Thin Clouds over the field. - Marcelo López
23:00,2012-03-16 23:00:00,CL,Clear Sky. - Marcelo López
23:45,2012-03-16 23:45:00,PH,Photometric according to FORS2 Zp. - Marcelo López
00:50,2012-03-17 00:50:00,PH,Photometric according to FORS2 Zp. - Marcelo López
04:00,2012-03-17 04:00:00,PH,Photometric according to FORS Zp. - Marcelo López
06:00,2012-03-17 06:00:00,PH,Photometric according to OMEGACAM. - Marcelo López
23:10,2012-03-17 23:10:00,TN,Thin clouds over the field. - Marcelo López
00:30,2012-03-18 00:30:00,CL,Clear Sky. - Marcelo López
01:25,2012-03-18 01:25:00,PH,Photometric according to FORS2 Zp. - Marcelo López
03:35,2012-03-18 03:35:00,TN,Thin Clouds from the east. - Marcelo López
06:20,2012-03-18 06:20:00,CL,Clear Sky. - Marcelo López
08:25,2012-03-18 08:25:00,TN,Thin Clouds over the field. - Marcelo López
23:00,2012-03-18 23:00:00,CL,Clear Sky. - Marcelo López
00:00,2012-03-19 00:00:00,PH,Photometric according to FORS2 Zp. - Marcelo López
03:00,2012-03-19 03:00:00,PH,Photometric according to FORS2 Zp. - Marcelo López
05:00,2012-03-19 05:00:00,PH,Photometric according to FORS2 Zp. - Marcelo López
23:00,2012-03-19 23:00:00,TN,Thin Clouds south and east of the field. - Marcelo López
00:20,2012-03-20 00:20:00,CL,Clear Sky. - Marcelo López
01:30,2012-03-20 01:30:00,PH,Photometric according to FORS2 Zp. - Marcelo López
02:30,2012-03-20 02:30:00,PH,Photometric according to FORS2 Zp. - Marcelo López
04:00,2012-03-20 04:00:00,PH,Photometric according to FORS2 Zp. - Marcelo López
04:45,2012-03-20 04:45:00,PH,Photometric according to ISAAC Zp. - Marcelo López
07:50,2012-03-20 07:50:00,PH,Photometric according to FORS2 Zp. - Marcelo López
23:55,2012-03-20 23:55:00,TN,- Carlos La Fuente
01:20,2012-03-21 01:20:00,TN,TN clouds passing above 20 deg SO - Carlos La Fuente
03:55,2012-03-21 03:55:00,CL,- Carlos La Fuente
05:00,2012-03-21 05:00:00,PH,PH according to FORS Zp. - Carlos La Fuente
22:50,2012-03-21 22:50:00,WI				TN,"TN cirrus passing NW, pointing restriction S - Carlos La Fuente"
01:25,2012-03-22 01:25:00,TN,"Wind below 12m/s, no more restriction - Carlos La Fuente"
02:25,2012-03-22 02:25:00,CL,- Carlos La Fuente
22:50,2012-03-22 22:50:00,TN,TN cirrus covering ~50% sky - Carlos La Fuente
03:20,2012-03-23 03:20:00,CL,Presence of TN cirrus below 20deg N - Carlos La Fuente
06:40,2012-03-23 06:40:00,CL,- Carlos La Fuente
23:20,2012-03-23 23:20:00,CL,Clear but presence of thin cirrus N and NE below 20 deg - W.J.M. de Wit
00:30,2012-03-24 00:30:00,CL,- Carlos La Fuente
00:45,2012-03-24 00:45:00,PH,According to FORS and VIMOS Zp - Carlos La Fuente
03:55,2012-03-24 03:55:00,PH,According to ISAAC Zp - W.J.M. de Wit
22:50,2012-03-24 22:50:00,CL,- Carlos La Fuente
01:05,2012-03-25 01:05:00,CL,- Carlos La Fuente
03:20,2012-03-25 03:20:00,CL,- Carlos La Fuente
22:55,2012-03-25 22:55:00,CL,- Carlos La Fuente
23:50,2012-03-25 23:50:00,CL				HU,Humidity reached 50% - Carlos La Fuente
00:05,2012-03-26 00:05:00,PH				HU,According to FORS2 Zp. Humidity at 50% - Carlos La Fuente
03:40,2012-03-26 03:40:00,PH,According to FORS2 Zp - Carlos La Fuente
22:55,2012-03-26 22:55:00,CL,- Carlos La Fuente
01:25,2012-03-27 01:25:00,PH,According to VIMOS Zp - Carlos La Fuente
01:32,2012-03-27 01:32:00,PH,According to FORS Zp - Carlos La Fuente
23:07,2012-03-27 23:07:00,CL,Clear skies - Carlos La Fuente
00:40,2012-03-28 00:40:00,PH,Photometric according to FORS - Nestor Jimenez
05:13,2012-03-28 05:13:00,PH,Photometric according to FORS - Nestor Jimenez
08:38,2012-03-28 08:38:00,CL,Clear according to ISAAC - cristian romero
23:01,2012-03-28 23:01:00,TN,Thin clouds - cristian romero
23:51,2012-03-28 23:51:00,TN,Thin clouds in the West - cristian romero
00:43,2012-03-29 00:43:00,CL,Clear skies. - cristian romero
01:24,2012-03-29 01:24:00,PH,Photometric according to FORS - cristian romero
04:38,2012-03-29 04:38:00,PH,Photometric according OMEGACAM - cristian romero
05:20,2012-03-29 05:20:00,PH,Photometric according to FORS - cristian romero
23:43,2012-03-29 23:43:00,PH,Photometric according to FORS - George Hau
01:42,2012-03-30 01:42:00,PH,Photometric according to FORS - Cristian Esparza
05:06,2012-03-30 05:06:00,PH,Photometric according OMEGACAM - cristian romero
23:00,2012-03-30 23:00:00,CL,Clear skies - cristian romero
01:17,2012-03-31 01:17:00,CL,Clar skies - cristian romero
03:05,2012-03-31 03:05:00,PH,Photometric according to FORS - cristian romero
04:31,2012-03-31 04:31:00,PH,Photometric according to FORS - cristian romero
22:57,2012-03-31 22:57:00,CL,Clear skies - cristian romero
